survey_date,distributed_date,received_by_date,panel,market_median,sep_release_date,sep_longrun_median,target_date,target_midpoint,market_minus_sep_pp,market_minus_sep_bps,target_minus_sep_pp,target_minus_sep_bps,market_minus_target_bps,days_since_sep_release,source,local_path,receipt_source_file
2020-03-01,2020-03-04,2020-03-09,SPD,2.25,2019-12-11,2.5,2020-03-09,1.125,-0.25,-25.0,-1.375,-137.5,112.5,89,pdf_llm,data_raw/mar-2020-spd-results.pdf,data_raw/mar-2020-spd-results.pdf
2020-04-01,2020-04-15,2020-04-20,SMP,2.0,2019-12-11,2.5,2020-04-20,0.125,-0.5,-50.0,-2.375,-237.5,187.5,131,pdf_llm,data_raw/apr-2020-smp-results.pdf,data_raw/apr-2020-smp-results.pdf
2020-04-01,2020-04-15,2020-04-20,SPD,2.19,2019-12-11,2.5,2020-04-20,0.125,-0.31000000000000005,-31.0,-2.375,-237.5,206.5,131,pdf_llm,data_raw/apr-2020-spd-results.pdf,data_raw/apr-2020-spd-results.pdf
2020-06-01,2020-05-27,2020-06-01,SMP,2.0,2019-12-11,2.5,2020-06-01,0.125,-0.5,-50.0,-2.375,-237.5,187.5,173,pdf_llm,data_raw/jun-2020-smp-results.pdf,data_raw/jun-2020-smp-results.pdf
2020-06-01,2020-05-27,2020-06-01,SPD,2.25,2019-12-11,2.5,2020-06-01,0.125,-0.25,-25.0,-2.375,-237.5,212.5,173,pdf_llm,data_raw/jun-2020-spd-results.pdf,data_raw/jun-2020-spd-results.pdf
2020-07-01,2020-07-15,2020-07-20,SMP,2.0,2020-06-10,2.5,2020-07-20,0.125,-0.5,-50.0,-2.375,-237.5,187.5,40,pdf_llm,data_raw/jul-2020-smp-results.pdf,data_raw/jul-2020-smp-results.pdf
2020-07-01,2020-07-15,2020-07-20,SPD,2.25,2020-06-10,2.5,2020-07-20,0.125,-0.25,-25.0,-2.375,-237.5,212.5,40,pdf_llm,data_raw/jul-2020-spd-results.pdf,data_raw/jul-2020-spd-results.pdf
2020-09-01,2020-09-02,2020-09-08,SMP,2.0,2020-06-10,2.5,2020-09-08,0.125,-0.5,-50.0,-2.375,-237.5,187.5,90,pdf_llm,data_raw/sep-2020-smp-results.pdf,data_raw/sep-2020-smp-results.pdf
2020-09-01,2020-09-02,2020-09-08,SPD,2.25,2020-06-10,2.5,2020-09-08,0.125,-0.25,-25.0,-2.375,-237.5,212.5,90,pdf_llm,data_raw/sep-2020-spd-results.pdf,data_raw/sep-2020-spd-results.pdf
2020-11-01,2020-10-21,2020-10-26,SMP,2.0,2020-09-16,2.5,2020-10-26,0.125,-0.5,-50.0,-2.375,-237.5,187.5,40,pdf_llm,data_raw/nov-2020-smp-results.pdf,data_raw/nov-2020-smp-results.pdf
2020-11-01,2020-10-21,2020-10-26,SPD,2.25,2020-09-16,2.5,2020-10-26,0.125,-0.25,-25.0,-2.375,-237.5,212.5,40,pdf_llm,data_raw/nov-2020-spd-results.pdf,data_raw/nov-2020-spd-results.pdf
2020-12-01,2020-12-02,2020-12-07,SMP,2.0,2020-09-16,2.5,2020-12-07,0.125,-0.5,-50.0,-2.375,-237.5,187.5,82,pdf_llm,data_raw/dec-2020-smp-results.pdf,data_raw/dec-2020-smp-results.pdf
2020-12-01,2020-12-02,2020-12-07,SPD,2.25,2020-09-16,2.5,2020-12-07,0.125,-0.25,-25.0,-2.375,-237.5,212.5,82,pdf_llm,data_raw/dec-2020-spd-results.pdf,data_raw/dec-2020-spd-results.pdf
2021-01-01,2021-01-13,2021-01-19,SMP,2.0,2020-12-16,2.5,2021-01-19,0.125,-0.5,-50.0,-2.375,-237.5,187.5,34,pdf_llm,data_raw/jan-2021-smp-results.pdf,data_raw/jan-2021-smp-results.pdf
2021-01-01,2021-01-13,2021-01-19,SPD,2.25,2020-12-16,2.5,2021-01-19,0.125,-0.25,-25.0,-2.375,-237.5,212.5,34,pdf_llm,data_raw/jan-2021-spd-results.pdf,data_raw/jan-2021-spd-results.pdf
2021-03-01,2021-03-03,2021-03-08,SMP,2.0,2020-12-16,2.5,2021-03-08,0.125,-0.5,-50.0,-2.375,-237.5,187.5,82,pdf_llm,data_raw/mar-2021-smp-results.pdf,data_raw/mar-2021-smp-results.pdf
2021-03-01,2021-03-03,2021-03-08,SPD,2.25,2020-12-16,2.5,2021-03-08,0.125,-0.25,-25.0,-2.375,-237.5,212.5,82,pdf_llm,data_raw/mar-2021-spd-results.pdf,data_raw/mar-2021-spd-results.pdf
2021-04-01,2021-04-14,2021-04-19,SMP,2.0,2021-03-17,2.5,2021-04-19,0.125,-0.5,-50.0,-2.375,-237.5,187.5,33,pdf_llm,data_raw/apr-2021-smp-results.pdf,data_raw/apr-2021-smp-results.pdf
2021-04-01,2021-04-14,2021-04-19,SPD,2.31,2021-03-17,2.5,2021-04-19,0.125,-0.18999999999999995,-19.0,-2.375,-237.5,218.5,33,pdf_llm,data_raw/apr-2021-spd-results.pdf,data_raw/apr-2021-spd-results.pdf
2021-06-01,2021-06-02,2021-06-07,SMP,2.0,2021-03-17,2.5,2021-06-07,0.125,-0.5,-50.0,-2.375,-237.5,187.5,82,pdf_llm,data_raw/jun-2021-smp-results.pdf,data_raw/jun-2021-smp-results.pdf
2021-06-01,2021-06-02,2021-06-07,SPD,2.31,2021-03-17,2.5,2021-06-07,0.125,-0.18999999999999995,-19.0,-2.375,-237.5,218.5,82,pdf_llm,data_raw/jun-2021-spd-results.pdf,data_raw/jun-2021-spd-results.pdf
2021-07-01,2021-07-14,2021-07-19,SMP,2.0,2021-06-16,2.5,2021-07-19,0.125,-0.5,-50.0,-2.375,-237.5,187.5,33,pdf_llm,data_raw/jul-2021-smp-results.pdf,data_raw/jul-2021-smp-results.pdf
2021-07-01,2021-07-14,2021-07-19,SPD,2.25,2021-06-16,2.5,2021-07-19,0.125,-0.25,-25.0,-2.375,-237.5,212.5,33,pdf_llm,data_raw/jul-2021-spd-results.pdf,data_raw/jul-2021-spd-results.pdf
2021-09-01,2021-09-08,2021-09-13,SMP,2.0,2021-06-16,2.5,2021-09-13,0.125,-0.5,-50.0,-2.375,-237.5,187.5,89,pdf_llm,data_raw/sep-2021-smp-results.pdf,data_raw/sep-2021-smp-results.pdf
2021-09-01,2021-09-08,2021-09-13,SPD,2.25,2021-06-16,2.5,2021-09-13,0.125,-0.25,-25.0,-2.375,-237.5,212.5,89,pdf_llm,data_raw/sep-2021-spd-results.pdf,data_raw/sep-2021-spd-results.pdf
2021-11-01,2021-10-20,2021-10-25,SMP,2.0,2021-09-22,2.5,2021-10-25,0.125,-0.5,-50.0,-2.375,-237.5,187.5,33,pdf_llm,data_raw/nov-2021-smp-results.pdf,data_raw/nov-2021-smp-results.pdf
2021-11-01,2021-10-20,2021-10-25,SPD,2.25,2021-09-22,2.5,2021-10-25,0.125,-0.25,-25.0,-2.375,-237.5,212.5,33,pdf_llm,data_raw/nov-2021-spd-results.pdf,data_raw/nov-2021-spd-results.pdf
2021-12-01,2021-12-01,2021-12-06,SMP,2.0,2021-09-22,2.5,2021-12-06,0.125,-0.5,-50.0,-2.375,-237.5,187.5,75,pdf_llm,data_raw/dec-2021-smp-results.pdf,data_raw/dec-2021-smp-results.pdf
2021-12-01,2021-12-01,2021-12-06,SPD,2.25,2021-09-22,2.5,2021-12-06,0.125,-0.25,-25.0,-2.375,-237.5,212.5,75,pdf_llm,data_raw/dec-2021-spd-results.pdf,data_raw/dec-2021-spd-results.pdf
2022-01-01,2022-01-12,2022-01-18,SMP,2.0,2021-12-15,2.5,2022-01-18,0.125,-0.5,-50.0,-2.375,-237.5,187.5,34,pdf_llm,data_raw/jan-2022-smp-results.pdf,data_raw/jan-2022-smp-results.pdf
2022-01-01,2022-01-12,2022-01-18,SPD,2.25,2021-12-15,2.5,2022-01-18,0.125,-0.25,-25.0,-2.375,-237.5,212.5,34,pdf_llm,data_raw/jan-2022-spd-results.pdf,data_raw/jan-2022-spd-results.pdf
2022-03-01,2022-03-02,2022-03-07,SMP,2.19,2021-12-15,2.5,2022-03-07,0.125,-0.31000000000000005,-31.0,-2.375,-237.5,206.5,82,pdf_llm,data_raw/mar-2022-smp-results.pdf,data_raw/mar-2022-smp-results.pdf
2022-03-01,2022-03-02,2022-03-07,SPD,2.25,2021-12-15,2.5,2022-03-07,0.125,-0.25,-25.0,-2.375,-237.5,212.5,82,pdf_llm,data_raw/mar-2022-spd-results.pdf,data_raw/mar-2022-spd-results.pdf
2022-05-01,2022-04-20,2022-04-25,SMP,2.44,2022-03-16,2.4,2022-04-25,0.375,0.040000000000000036,4.0,-2.025,-202.5,206.5,40,pdf_llm,data_raw/may-2022-smp-results.pdf,data_raw/may-2022-smp-results.pdf
2022-05-01,2022-04-20,2022-04-25,SPD,2.38,2022-03-16,2.4,2022-04-25,0.375,-0.020000000000000018,-2.0,-2.025,-202.5,200.5,40,pdf_llm,data_raw/may-2022-spd-results.pdf,data_raw/may-2022-spd-results.pdf
2022-06-01,2022-06-01,2022-06-06,SMP,2.31,2022-03-16,2.4,2022-06-06,0.875,-0.08999999999999986,-9.0,-1.525,-152.5,143.5,82,pdf_llm,data_raw/jun-2022-smp-results.pdf,data_raw/jun-2022-smp-results.pdf
2022-06-01,2022-06-01,2022-06-06,SPD,2.38,2022-03-16,2.4,2022-06-06,0.875,-0.020000000000000018,-2.0,-1.525,-152.5,150.5,82,pdf_llm,data_raw/jun-2022-spd-results.pdf,data_raw/jun-2022-spd-results.pdf
2022-07-01,2022-07-13,2022-07-18,SMP,2.38,2022-06-15,2.5,2022-07-18,1.625,-0.1200000000000001,-12.0,-0.875,-87.5,75.5,33,pdf_llm,data_raw/jul-2022-smp-results.pdf,data_raw/jul-2022-smp-results.pdf
2022-07-01,2022-07-13,2022-07-18,SPD,2.38,2022-06-15,2.5,2022-07-18,1.625,-0.1200000000000001,-12.0,-0.875,-87.5,75.5,33,pdf_llm,data_raw/jul-2022-spd-results.pdf,data_raw/jul-2022-spd-results.pdf
2022-09-01,2022-09-07,2022-09-12,SMP,2.38,2022-06-15,2.5,2022-09-12,2.375,-0.1200000000000001,-12.0,-0.125,-12.5,0.5,89,pdf_llm,data_raw/sep-2022-smp-results.pdf,data_raw/sep-2022-smp-results.pdf
2022-09-01,2022-09-07,2022-09-12,SPD,2.38,2022-06-15,2.5,2022-09-12,2.375,-0.1200000000000001,-12.0,-0.125,-12.5,0.5,89,pdf_llm,data_raw/sep-2022-spd-results.pdf,data_raw/sep-2022-spd-results.pdf
2022-11-01,2022-10-19,2022-10-24,SMP,2.38,2022-09-21,2.5,2022-10-24,3.125,-0.1200000000000001,-12.0,0.625,62.5,-74.5,33,pdf_llm,data_raw/nov-2022-smp-results.pdf,data_raw/nov-2022-smp-results.pdf
2022-11-01,2022-10-19,2022-10-24,SPD,2.4,2022-09-21,2.5,2022-10-24,3.125,-0.10000000000000009,-10.0,0.625,62.5,-72.5,33,pdf_llm,data_raw/nov-2022-spd-results.pdf,data_raw/nov-2022-spd-results.pdf
2022-12-01,2022-11-30,2022-12-05,SMP,2.38,2022-09-21,2.5,2022-12-05,3.875,-0.1200000000000001,-12.0,1.375,137.5,-149.5,75,pdf_llm,data_raw/dec-2022-smp-results.pdf,data_raw/dec-2022-smp-results.pdf
2022-12-01,2022-11-30,2022-12-05,SPD,2.5,2022-09-21,2.5,2022-12-05,3.875,0.0,0.0,1.375,137.5,-137.5,75,pdf_llm,data_raw/dec-2022-spd-results.pdf,data_raw/dec-2022-spd-results.pdf
2023-01-01,2023-01-18,2023-01-23,SMP,2.38,2022-12-14,2.5,2023-01-23,4.375,-0.1200000000000001,-12.0,1.875,187.5,-199.5,40,pdf_llm,data_raw/jan-feb-2023-smp-results.pdf,data_raw/jan-feb-2023-smp-results.pdf
2023-01-01,2023-01-18,2023-01-23,SPD,2.5,2022-12-14,2.5,2023-01-23,4.375,0.0,0.0,1.875,187.5,-187.5,40,pdf_llm,data_raw/jan-feb-2023-spd-results.pdf,data_raw/jan-feb-2023-spd-results.pdf
2023-03-01,2023-03-08,2023-03-14,SMP,2.5,2022-12-14,2.5,2023-03-14,4.625,0.0,0.0,2.125,212.5,-212.5,90,pdf_llm,data_raw/mar-2023-smp-results.pdf,data_raw/mar-2023-smp-results.pdf
2023-03-01,2023-03-08,2023-03-14,SPD,2.5,2022-12-14,2.5,2023-03-14,4.625,0.0,0.0,2.125,212.5,-212.5,90,pdf_llm,data_raw/mar-2023-spd-results.pdf,data_raw/mar-2023-spd-results.pdf
2023-05-01,2023-04-19,2023-04-24,SMP,2.5,2023-03-22,2.5,2023-04-24,4.875,0.0,0.0,2.375,237.5,-237.5,33,pdf_llm,data_raw/may-2023-smp-results.pdf,data_raw/may-2023-smp-results.pdf
2023-05-01,2023-04-19,2023-04-24,SPD,2.5,2023-03-22,2.5,2023-04-24,4.875,0.0,0.0,2.375,237.5,-237.5,33,pdf_llm,data_raw/may-2023-spd-results.pdf,data_raw/may-2023-spd-results.pdf
2023-06-01,2023-05-31,2023-06-05,SMP,2.5,2023-03-22,2.5,2023-06-05,5.125,0.0,0.0,2.625,262.5,-262.5,75,pdf_llm,data_raw/jun-2023-smp-results.pdf,data_raw/jun-2023-smp-results.pdf
2023-06-01,2023-05-31,2023-06-05,SPD,2.5,2023-03-22,2.5,2023-06-05,5.125,0.0,0.0,2.625,262.5,-262.5,75,pdf_llm,data_raw/jun-2023-spd-results.pdf,data_raw/jun-2023-spd-results.pdf
2023-07-01,2023-07-12,2023-07-17,Combined,2.5,2023-06-14,2.5,2023-07-17,5.125,0.0,0.0,2.625,262.5,-262.5,33,xlsx,data_raw/jul-2023-data.xlsx,data_raw/jul-2023-smp-results.pdf
2023-07-01,2023-07-12,2023-07-17,SMP,2.5,2023-06-14,2.5,2023-07-17,5.125,0.0,0.0,2.625,262.5,-262.5,33,xlsx,data_raw/jul-2023-data.xlsx,data_raw/jul-2023-smp-results.pdf
2023-07-01,2023-07-12,2023-07-17,SPD,2.5,2023-06-14,2.5,2023-07-17,5.125,0.0,0.0,2.625,262.5,-262.5,33,xlsx,data_raw/jul-2023-data.xlsx,data_raw/jul-2023-spd-results.pdf
2023-09-01,2023-09-06,2023-09-11,Combined,2.56,2023-06-14,2.5,2023-09-11,5.375,0.06000000000000005,6.0,2.875,287.5,-281.5,89,xlsx,data_raw/sep-2023-data.xlsx,data_raw/sep-2023-smp-results.pdf
2023-09-01,2023-09-06,2023-09-11,SMP,2.63,2023-06-14,2.5,2023-09-11,5.375,0.1299999999999999,13.0,2.875,287.5,-274.5,89,xlsx,data_raw/sep-2023-data.xlsx,data_raw/sep-2023-smp-results.pdf
2023-09-01,2023-09-06,2023-09-11,SPD,2.5,2023-06-14,2.5,2023-09-11,5.375,0.0,0.0,2.875,287.5,-287.5,89,xlsx,data_raw/sep-2023-data.xlsx,data_raw/sep-2023-spd-results.pdf
2023-10-01,2023-10-18,2023-10-23,Combined,2.63,2023-09-20,2.5,2023-10-23,5.375,0.1299999999999999,13.0,2.875,287.5,-274.5,33,xlsx,data_raw/oct-2023-data.xlsx,data_raw/oct-2023-smp-results.pdf
2023-10-01,2023-10-18,2023-10-23,SMP,2.6,2023-09-20,2.5,2023-10-23,5.375,0.10000000000000009,10.0,2.875,287.5,-277.5,33,xlsx,data_raw/oct-2023-data.xlsx,data_raw/oct-2023-smp-results.pdf
2023-10-01,2023-10-18,2023-10-23,SPD,2.75,2023-09-20,2.5,2023-10-23,5.375,0.25,25.0,2.875,287.5,-262.5,33,xlsx,data_raw/oct-2023-data.xlsx,data_raw/oct-2023-spd-results.pdf
2023-12-01,2023-11-29,2023-12-04,Combined,2.75,2023-09-20,2.5,2023-12-04,5.375,0.25,25.0,2.875,287.5,-262.5,75,xlsx,data_raw/dec-2023-data.xlsx,data_raw/dec-2023-smp-results.pdf
2023-12-01,2023-11-29,2023-12-04,SMP,2.63,2023-09-20,2.5,2023-12-04,5.375,0.1299999999999999,13.0,2.875,287.5,-274.5,75,xlsx,data_raw/dec-2023-data.xlsx,data_raw/dec-2023-smp-results.pdf
2023-12-01,2023-11-29,2023-12-04,SPD,2.75,2023-09-20,2.5,2023-12-04,5.375,0.25,25.0,2.875,287.5,-262.5,75,xlsx,data_raw/dec-2023-data.xlsx,data_raw/dec-2023-spd-results.pdf
2024-01-01,2024-01-17,2024-01-22,Combined,2.75,2023-12-13,2.5,2024-01-22,5.375,0.25,25.0,2.875,287.5,-262.5,40,xlsx,data_raw/jan-2024-data.xlsx,data_raw/jan-2024-smp-results.pdf
2024-01-01,2024-01-17,2024-01-22,SMP,2.69,2023-12-13,2.5,2024-01-22,5.375,0.18999999999999995,19.0,2.875,287.5,-268.5,40,xlsx,data_raw/jan-2024-data.xlsx,data_raw/jan-2024-smp-results.pdf
2024-01-01,2024-01-17,2024-01-22,SPD,2.88,2023-12-13,2.5,2024-01-22,5.375,0.3799999999999999,38.0,2.875,287.5,-249.5,40,xlsx,data_raw/jan-2024-data.xlsx,data_raw/jan-2024-spd-results.pdf
2024-03-01,2024-03-06,2024-03-11,Combined,2.75,2023-12-13,2.5,2024-03-11,5.375,0.25,25.0,2.875,287.5,-262.5,89,xlsx,data_raw/mar-2024-data.xlsx,data_raw/mar-2024-smp-results.pdf
2024-03-01,2024-03-06,2024-03-11,SMP,2.75,2023-12-13,2.5,2024-03-11,5.375,0.25,25.0,2.875,287.5,-262.5,89,xlsx,data_raw/mar-2024-data.xlsx,data_raw/mar-2024-smp-results.pdf
2024-03-01,2024-03-06,2024-03-11,SPD,2.94,2023-12-13,2.5,2024-03-11,5.375,0.43999999999999995,44.0,2.875,287.5,-243.5,89,xlsx,data_raw/mar-2024-data.xlsx,data_raw/mar-2024-spd-results.pdf
2024-05-01,2024-04-17,2024-04-22,Combined,3.0,2024-03-20,2.6,2024-04-22,5.375,0.3999999999999999,40.0,2.775,277.5,-237.5,33,xlsx,data_raw/apr-may-2024-data.xlsx,data_raw/apr-may-2024-smp-results.pdf
2024-05-01,2024-04-17,2024-04-22,SMP,2.88,2024-03-20,2.6,2024-04-22,5.375,0.2799999999999998,28.0,2.775,277.5,-249.5,33,xlsx,data_raw/apr-may-2024-data.xlsx,data_raw/apr-may-2024-smp-results.pdf
2024-05-01,2024-04-17,2024-04-22,SPD,3.0,2024-03-20,2.6,2024-04-22,5.375,0.3999999999999999,40.0,2.775,277.5,-237.5,33,xlsx,data_raw/apr-may-2024-data.xlsx,data_raw/apr-may-2024-spd-results.pdf
2024-06-01,2024-05-29,2024-06-03,Combined,3.0,2024-03-20,2.6,2024-06-03,5.375,0.3999999999999999,40.0,2.775,277.5,-237.5,75,xlsx,data_raw/jun-2024-data.xlsx,data_raw/jun-2024-smp-results.pdf
2024-06-01,2024-05-29,2024-06-03,SMP,2.88,2024-03-20,2.6,2024-06-03,5.375,0.2799999999999998,28.0,2.775,277.5,-249.5,75,xlsx,data_raw/jun-2024-data.xlsx,data_raw/jun-2024-smp-results.pdf
2024-06-01,2024-05-29,2024-06-03,SPD,3.13,2024-03-20,2.6,2024-06-03,5.375,0.5299999999999998,53.0,2.775,277.5,-224.5,75,xlsx,data_raw/jun-2024-data.xlsx,data_raw/jun-2024-spd-results.pdf
2024-07-01,2024-07-17,2024-07-22,Combined,3.0,2024-06-12,2.8,2024-07-22,5.375,0.20000000000000018,20.0,2.575,257.5,-237.5,40,xlsx,data_raw/jul-2024-data.xlsx,data_raw/jul-2024-smp-results.pdf
2024-07-01,2024-07-17,2024-07-22,SMP,3.0,2024-06-12,2.8,2024-07-22,5.375,0.20000000000000018,20.0,2.575,257.5,-237.5,40,xlsx,data_raw/jul-2024-data.xlsx,data_raw/jul-2024-smp-results.pdf
2024-07-01,2024-07-17,2024-07-22,SPD,3.13,2024-06-12,2.8,2024-07-22,5.375,0.33000000000000007,33.0,2.575,257.5,-224.5,40,xlsx,data_raw/jul-2024-data.xlsx,data_raw/jul-2024-spd-results.pdf
2024-09-01,2024-09-04,2024-09-09,Combined,2.88,2024-06-12,2.8,2024-09-09,5.375,0.08000000000000007,8.0,2.575,257.5,-249.5,89,xlsx,data_raw/sep-2024-data.xlsx,data_raw/sep-2024-smp-results.pdf
2024-09-01,2024-09-04,2024-09-09,SMP,2.88,2024-06-12,2.8,2024-09-09,5.375,0.08000000000000007,8.0,2.575,257.5,-249.5,89,xlsx,data_raw/sep-2024-data.xlsx,data_raw/sep-2024-smp-results.pdf
2024-09-01,2024-09-04,2024-09-09,SPD,3.06,2024-06-12,2.8,2024-09-09,5.375,0.26000000000000023,26.0,2.575,257.5,-231.5,89,xlsx,data_raw/sep-2024-data.xlsx,data_raw/sep-2024-spd-results.pdf
2024-11-01,2024-10-23,2024-10-28,Combined,3.0,2024-09-18,2.9,2024-10-28,4.875,0.10000000000000009,10.0,1.975,197.5,-187.5,40,xlsx,data_raw/nov-2024-data.xlsx,data_raw/nov-2024-smp-results.pdf
2024-11-01,2024-10-23,2024-10-28,SMP,2.88,2024-09-18,2.9,2024-10-28,4.875,-0.020000000000000018,-2.0,1.975,197.5,-199.5,40,xlsx,data_raw/nov-2024-data.xlsx,data_raw/nov-2024-smp-results.pdf
2024-11-01,2024-10-23,2024-10-28,SPD,3.13,2024-09-18,2.9,2024-10-28,4.875,0.22999999999999998,23.0,1.975,197.5,-174.5,40,xlsx,data_raw/nov-2024-data.xlsx,data_raw/nov-2024-spd-results.pdf
2024-12-01,2024-12-04,2024-12-09,Combined,3.13,2024-09-18,2.9,2024-12-09,4.625,0.22999999999999998,23.0,1.725,172.5,-149.5,82,xlsx,data_raw/dec-2024-data.xlsx,data_raw/dec-2024-smp-results.pdf
2024-12-01,2024-12-04,2024-12-09,SMP,2.94,2024-09-18,2.9,2024-12-09,4.625,0.040000000000000036,4.0,1.725,172.5,-168.5,82,xlsx,data_raw/dec-2024-data.xlsx,data_raw/dec-2024-smp-results.pdf
2024-12-01,2024-12-04,2024-12-09,SPD,3.13,2024-09-18,2.9,2024-12-09,4.625,0.22999999999999998,23.0,1.725,172.5,-149.5,82,xlsx,data_raw/dec-2024-data.xlsx,data_raw/dec-2024-spd-results.pdf
2025-01-01,2025-01-15,2025-01-21,Combined,3.13,2024-12-18,3.0,2025-01-21,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,34,xlsx,data_raw/jan-2025-data.xlsx,data_raw/jan-2025-sme-results.pdf
2025-01-01,2025-01-15,2025-01-21,SMP,3.0,2024-12-18,3.0,2025-01-21,4.375,0.0,0.0,1.375,137.5,-137.5,34,xlsx,data_raw/jan-2025-data.xlsx,data_raw/jan-2025-sme-results.pdf
2025-01-01,2025-01-15,2025-01-21,SPD,3.19,2024-12-18,3.0,2025-01-21,4.375,0.18999999999999995,19.0,1.375,137.5,-118.5,34,xlsx,data_raw/jan-2025-data.xlsx,data_raw/jan-2025-sme-results.pdf
2025-03-01,2025-03-05,2025-03-10,Combined,3.13,2024-12-18,3.0,2025-03-10,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,82,xlsx,data_raw/mar-2025-data.xlsx,data_raw/mar-2025-sme-results.pdf
2025-03-01,2025-03-05,2025-03-10,SMP,3.06,2024-12-18,3.0,2025-03-10,4.375,0.06000000000000005,6.0,1.375,137.5,-131.5,82,xlsx,data_raw/mar-2025-data.xlsx,data_raw/mar-2025-sme-results.pdf
2025-03-01,2025-03-05,2025-03-10,SPD,3.13,2024-12-18,3.0,2025-03-10,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,82,xlsx,data_raw/mar-2025-data.xlsx,data_raw/mar-2025-sme-results.pdf
2025-05-01,2025-04-23,2025-04-28,Combined,3.13,2025-03-19,3.0,2025-04-28,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,40,xlsx,data_raw/may-2025-data.xlsx,data_raw/may-2025-sme-results.pdf
2025-05-01,2025-04-23,2025-04-28,SMP,3.0,2025-03-19,3.0,2025-04-28,4.375,0.0,0.0,1.375,137.5,-137.5,40,xlsx,data_raw/may-2025-data.xlsx,data_raw/may-2025-sme-results.pdf
2025-05-01,2025-04-23,2025-04-28,SPD,3.13,2025-03-19,3.0,2025-04-28,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,40,xlsx,data_raw/may-2025-data.xlsx,data_raw/may-2025-sme-results.pdf
2025-06-01,2025-06-04,2025-06-09,Combined,3.13,2025-03-19,3.0,2025-06-09,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,82,xlsx,data_raw/jun-2025-data.xlsx,data_raw/jun-2025-sme-results.pdf
2025-06-01,2025-06-04,2025-06-09,SMP,3.0,2025-03-19,3.0,2025-06-09,4.375,0.0,0.0,1.375,137.5,-137.5,82,xlsx,data_raw/jun-2025-data.xlsx,data_raw/jun-2025-sme-results.pdf
2025-06-01,2025-06-04,2025-06-09,SPD,3.13,2025-03-19,3.0,2025-06-09,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,82,xlsx,data_raw/jun-2025-data.xlsx,data_raw/jun-2025-sme-results.pdf
2025-07-01,2025-07-16,2025-07-21,Combined,3.13,2025-06-18,3.0,2025-07-21,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,33,xlsx,data_raw/jul-2025-data.xlsx,data_raw/jul-2025-sme-results.pdf
2025-07-01,2025-07-16,2025-07-21,SMP,3.0,2025-06-18,3.0,2025-07-21,4.375,0.0,0.0,1.375,137.5,-137.5,33,xlsx,data_raw/jul-2025-data.xlsx,data_raw/jul-2025-sme-results.pdf
2025-07-01,2025-07-16,2025-07-21,SPD,3.13,2025-06-18,3.0,2025-07-21,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,33,xlsx,data_raw/jul-2025-data.xlsx,data_raw/jul-2025-sme-results.pdf
2025-09-01,2025-09-03,2025-09-08,Combined,3.13,2025-06-18,3.0,2025-09-08,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,82,xlsx,data_raw/sep-2025-data.xlsx,data_raw/sep-2025-sme-results.pdf
2025-09-01,2025-09-03,2025-09-08,SMP,3.0,2025-06-18,3.0,2025-09-08,4.375,0.0,0.0,1.375,137.5,-137.5,82,xlsx,data_raw/sep-2025-data.xlsx,data_raw/sep-2025-sme-results.pdf
2025-09-01,2025-09-03,2025-09-08,SPD,3.13,2025-06-18,3.0,2025-09-08,4.375,0.1299999999999999,13.0,1.375,137.5,-124.5,82,xlsx,data_raw/sep-2025-data.xlsx,data_raw/sep-2025-sme-results.pdf
2025-10-01,2025-10-15,2025-10-20,Combined,3.13,2025-09-17,3.0,2025-10-20,4.125,0.1299999999999999,13.0,1.125,112.5,-99.5,33,xlsx,data_raw/oct-2025-data.xlsx,data_raw/oct-2025-sme-results.pdf
2025-10-01,2025-10-15,2025-10-20,SMP,3.0,2025-09-17,3.0,2025-10-20,4.125,0.0,0.0,1.125,112.5,-112.5,33,xlsx,data_raw/oct-2025-data.xlsx,data_raw/oct-2025-sme-results.pdf
2025-10-01,2025-10-15,2025-10-20,SPD,3.13,2025-09-17,3.0,2025-10-20,4.125,0.1299999999999999,13.0,1.125,112.5,-99.5,33,xlsx,data_raw/oct-2025-data.xlsx,data_raw/oct-2025-sme-results.pdf
2025-12-01,2025-11-25,2025-12-01,Combined,3.13,2025-09-17,3.0,2025-12-01,3.875,0.1299999999999999,13.0,0.875,87.5,-74.5,75,xlsx,data_raw/dec-2025-data.xlsx,data_raw/dec-2025-sme-results.pdf
2025-12-01,2025-11-25,2025-12-01,SMP,3.0,2025-09-17,3.0,2025-12-01,3.875,0.0,0.0,0.875,87.5,-87.5,75,xlsx,data_raw/dec-2025-data.xlsx,data_raw/dec-2025-sme-results.pdf
2025-12-01,2025-11-25,2025-12-01,SPD,3.13,2025-09-17,3.0,2025-12-01,3.875,0.1299999999999999,13.0,0.875,87.5,-74.5,75,xlsx,data_raw/dec-2025-data.xlsx,data_raw/dec-2025-sme-results.pdf
